,age,duree_paiement,montant,duree_rente,type_prime,produit
32164,51,14,9832883.325393463,4,UNIQUE,2.5M
32165,52,14,10026734.055259936,4,UNIQUE,2.5M
32166,53,14,10241343.488707965,4,UNIQUE,2.5M
32167,54,14,10479176.930191956,4,UNIQUE,2.5M
32168,55,14,10742879.43534689,4,UNIQUE,2.5M
32169,56,14,11028495.56415129,4,UNIQUE,2.5M
32170,57,14,11335246.40084264,4,UNIQUE,2.5M
32171,58,14,11658227.066923738,4,UNIQUE,2.5M
32172,59,14,11999445.118220516,4,UNIQUE,2.5M
32173,60,14,12354273.112983901,4,UNIQUE,2.5M
32174,26,15,7512603.298489642,4,UNIQUE,2.5M
32175,27,15,7543548.565038123,4,UNIQUE,2.5M
32176,28,15,7579196.110543395,4,UNIQUE,2.5M
32177,29,15,7620605.953634762,4,UNIQUE,2.5M
32178,30,15,7668901.066644541,4,UNIQUE,2.5M
32179,31,15,7723814.500589634,4,UNIQUE,2.5M
32180,32,15,7785018.717647839,4,UNIQUE,2.5M
32181,33,15,7851651.309762811,4,UNIQUE,2.5M
32182,34,15,7924413.80363686,4,UNIQUE,2.5M
32183,35,15,8002907.127469147,4,UNIQUE,2.5M
32184,36,15,8087466.403792347,4,UNIQUE,2.5M
32185,37,15,8177745.469894314,4,UNIQUE,2.5M
32186,38,15,8273060.707495737,4,UNIQUE,2.5M
32187,39,15,8372622.731091038,4,UNIQUE,2.5M
32188,40,15,8474749.674203154,4,UNIQUE,2.5M
32189,41,15,8579730.511729844,4,UNIQUE,2.5M
32190,42,15,8687280.499624588,4,UNIQUE,2.5M
32191,43,15,8797864.344244689,4,UNIQUE,2.5M
32192,44,15,8912047.556994267,4,UNIQUE,2.5M
32193,45,15,9031596.18363471,4,UNIQUE,2.5M
32194,46,15,9159019.057961354,4,UNIQUE,2.5M
32195,47,15,9296806.831118561,4,UNIQUE,2.5M
32196,48,15,9447409.625306603,4,UNIQUE,2.5M
32197,49,15,9613540.850915931,4,UNIQUE,2.5M
32198,50,15,9796794.372219346,4,UNIQUE,2.5M
32199,51,15,9999012.058424847,4,UNIQUE,2.5M
32200,52,15,10222180.433073502,4,UNIQUE,2.5M
32201,53,15,10467946.0193478,4,UNIQUE,2.5M
32202,54,15,10738876.708111303,4,UNIQUE,2.5M
32203,55,15,11037721.923012,4,UNIQUE,2.5M
32204,56,15,11360297.627414647,4,UNIQUE,2.5M
32205,57,15,11705733.596079648,4,UNIQUE,2.5M
32206,58,15,12068893.292919908,4,UNIQUE,2.5M
32207,59,15,12451913.97559777,4,UNIQUE,2.5M
32208,60,15,12850062.895391174,4,UNIQUE,2.5M
32209,26,16,7366692.041959241,4,UNIQUE,2.5M
32210,27,16,7403220.0663614385,4,UNIQUE,2.5M
32211,28,16,7445099.716903556,4,UNIQUE,2.5M
32212,29,16,7493412.249373446,4,UNIQUE,2.5M
32213,30,16,7549265.841266121,4,UNIQUE,2.5M
32214,31,16,7612306.128089031,4,UNIQUE,2.5M
32215,32,16,7682133.4902007,4,UNIQUE,2.5M
32216,33,16,7757803.707717063,4,UNIQUE,2.5M
32217,34,16,7840045.342958257,4,UNIQUE,2.5M
32218,35,16,7928457.454466703,4,UNIQUE,2.5M
32219,36,16,8023394.632397339,4,UNIQUE,2.5M
32220,37,16,8124504.906639113,4,UNIQUE,2.5M
32221,38,16,8231080.663629698,4,UNIQUE,2.5M
32222,39,16,8342289.752612177,4,UNIQUE,2.5M
32223,40,16,8456538.990432162,4,UNIQUE,2.5M
32224,41,16,8574385.804287374,4,UNIQUE,2.5M
32225,42,16,8695780.146410726,4,UNIQUE,2.5M
32226,43,16,8821370.952147806,4,UNIQUE,2.5M
32227,44,16,8951878.107382609,4,UNIQUE,2.5M
32228,45,16,9089283.763295144,4,UNIQUE,2.5M
32229,46,16,9236151.556861816,4,UNIQUE,2.5M
32230,47,16,9395179.244020505,4,UNIQUE,2.5M
32231,48,16,9569011.963795485,4,UNIQUE,2.5M
32232,49,16,9760405.638429794,4,UNIQUE,2.5M
32233,50,16,9970786.076116538,4,UNIQUE,2.5M
32234,51,16,10201842.11814654,4,UNIQUE,2.5M
32235,52,16,10455639.277097909,4,UNIQUE,2.5M
32236,53,16,10733887.638903694,4,UNIQUE,2.5M
32237,54,16,11039254.193110408,4,UNIQUE,2.5M
32238,55,16,11374544.730838558,4,UNIQUE,2.5M
32239,56,16,11735327.823050335,4,UNIQUE,2.5M
32240,57,16,12120658.349471278,4,UNIQUE,2.5M
32241,58,16,12525219.201237453,4,UNIQUE,2.5M
32242,59,16,12951300.751945715,4,UNIQUE,2.5M
32243,60,16,13394059.85353117,4,UNIQUE,2.5M
32244,26,17,7234759.097556747,4,UNIQUE,2.5M
32245,27,17,7277397.201663878,4,UNIQUE,2.5M
32246,28,17,7326023.579729144,4,UNIQUE,2.5M
32247,29,17,7381705.166374759,4,UNIQUE,2.5M
32248,30,17,7445528.94276789,4,UNIQUE,2.5M
32249,31,17,7517068.763358776,4,UNIQUE,2.5M
32250,32,17,7595865.437773454,4,UNIQUE,2.5M
32251,33,17,7680925.940325972,4,UNIQUE,2.5M
32252,34,17,7773027.750197168,4,UNIQUE,2.5M
32253,35,17,7871755.221217922,4,UNIQUE,2.5M
32254,36,17,7977488.2554542655,4,UNIQUE,2.5M
32255,37,17,8089864.986428783,4,UNIQUE,2.5M
32256,38,17,8208138.171201238,4,UNIQUE,2.5M
32257,39,17,8331595.35826185,4,UNIQUE,2.5M
32258,40,17,8458816.703952603,4,UNIQUE,2.5M
32259,41,17,8590621.457503112,4,UNIQUE,2.5M
32260,42,17,8727113.10268774,4,UNIQUE,2.5M
32261,43,17,8869091.928138722,4,UNIQUE,2.5M
32262,44,17,9017440.903717924,4,UNIQUE,2.5M
32263,45,17,9174175.018959217,4,UNIQUE,2.5M
32264,46,17,9342063.340226084,4,UNIQUE,2.5M
32265,47,17,9524004.469714787,4,UNIQUE,2.5M
32266,48,17,9722684.60659626,4,UNIQUE,2.5M
32267,49,17,9940747.94756348,4,UNIQUE,2.5M
32268,50,17,10179456.534822056,4,UNIQUE,2.5M
32269,51,17,10440563.594885206,4,UNIQUE,2.5M
32270,52,17,10726212.521873333,4,UNIQUE,2.5M
32271,53,17,11038175.324292496,4,UNIQUE,2.5M
32272,54,17,11379171.863194065,4,UNIQUE,2.5M
32273,55,17,11752027.250697907,4,UNIQUE,2.5M
32274,56,17,12152087.264375594,4,UNIQUE,2.5M
32275,57,17,12578368.422367662,4,UNIQUE,2.5M
32276,58,17,13025415.416337509,4,UNIQUE,2.5M
32277,59,17,13495645.86002668,4,UNIQUE,2.5M
32278,60,17,13984117.913978111,4,UNIQUE,2.5M
32279,26,18,7116699.954915652,4,UNIQUE,2.5M
32280,27,18,7165940.502017799,4,UNIQUE,2.5M
32281,28,18,7221759.754923854,4,UNIQUE,2.5M
32282,29,18,7285204.170327365,4,UNIQUE,2.5M
32283,30,18,7357352.086403819,4,UNIQUE,2.5M
32284,31,18,7437717.676394038,4,UNIQUE,2.5M
32285,32,18,7525813.151785776,4,UNIQUE,2.5M
32286,33,18,7620620.771103636,4,UNIQUE,2.5M
32287,34,18,7722952.43024485,4,UNIQUE,2.5M
32288,35,18,7832384.742057905,4,UNIQUE,2.5M
32289,36,18,7949317.622554449,4,UNIQUE,2.5M
32290,37,18,8073363.59465397,4,UNIQUE,2.5M
32291,38,18,8203892.036801821,4,UNIQUE,2.5M
32292,39,18,8340389.901415298,4,UNIQUE,2.5M
32293,40,18,8481607.683401741,4,UNIQUE,2.5M
32294,41,18,8628546.406987641,4,UNIQUE,2.5M
32295,42,18,8781432.219974747,4,UNIQUE,2.5M
32296,43,18,8941224.6808532,4,UNIQUE,2.5M
32297,44,18,9108795.638730688,4,UNIQUE,2.5M
32298,45,18,9286338.581768623,4,UNIQUE,2.5M
32299,46,18,9476821.549747357,4,UNIQUE,2.5M
32300,47,18,9683195.370788854,4,UNIQUE,2.5M
32301,48,18,9908039.279831322,4,UNIQUE,2.5M
32302,49,18,10153887.09161375,4,UNIQUE,2.5M
32303,50,18,10422046.335743196,4,UNIQUE,2.5M
32304,51,18,10714333.903425485,4,UNIQUE,2.5M
32305,52,18,11032968.074834786,4,UNIQUE,2.5M
32306,53,18,11379740.194906462,4,UNIQUE,2.5M
32307,54,18,11757387.332824502,4,UNIQUE,2.5M
32308,55,18,12168759.08357203,4,UNIQUE,2.5M
32309,56,18,12609022.003481802,4,UNIQUE,2.5M
32310,57,18,13077182.888731867,4,UNIQUE,2.5M
32311,58,18,13567642.898324847,4,UNIQUE,2.5M
32312,59,18,14082937.920404345,4,UNIQUE,2.5M
32313,60,18,14618127.1705757,4,UNIQUE,2.5M
32314,26,19,7012383.997122723,4,UNIQUE,2.5M
32315,27,19,7068653.433544586,4,UNIQUE,2.5M
32316,28,19,7132041.8192877155,4,UNIQUE,2.5M
32317,29,19,7203587.252358181,4,UNIQUE,2.5M
32318,30,19,7284368.651006318,4,UNIQUE,2.5M
32319,31,19,7373870.404516685,4,UNIQUE,2.5M
32320,32,19,7471598.523271082,4,UNIQUE,2.5M
32321,33,19,7576499.472521254,4,UNIQUE,2.5M
32322,34,19,7689424.216978222,4,UNIQUE,2.5M
32323,35,19,7809937.812526245,4,UNIQUE,2.5M
32324,36,19,7938443.738798412,4,UNIQUE,2.5M
32325,37,19,8074678.762035455,4,UNIQUE,2.5M
32326,38,19,8218205.341126267,4,UNIQUE,2.5M
32327,39,19,8368705.1323144,4,UNIQUE,2.5M
32328,40,19,8525025.229926553,4,UNIQUE,2.5M
32329,41,19,8688316.888113523,4,UNIQUE,2.5M
32330,42,19,8858937.286708733,4,UNIQUE,2.5M
32331,43,19,9037837.375764854,4,UNIQUE,2.5M
32332,44,19,9226019.844667627,4,UNIQUE,2.5M
32333,45,19,9425851.301160987,4,UNIQUE,2.5M
32334,46,19,9640355.656424128,4,UNIQUE,2.5M
32335,47,19,9872393.21700054,4,UNIQUE,2.5M
32336,48,19,10124437.63467394,4,UNIQUE,2.5M
32337,49,19,10399110.310746253,4,UNIQUE,2.5M
32338,50,19,10697764.17636822,4,UNIQUE,2.5M
32339,51,19,11022277.255979627,4,UNIQUE,2.5M
32340,52,19,11374900.565492125,4,UNIQUE,2.5M
32341,53,19,11757412.330609007,4,UNIQUE,2.5M
32342,54,19,12172571.611045782,4,UNIQUE,2.5M
32343,55,19,12623276.435440207,4,UNIQUE,2.5M
32344,56,19,13104549.873391725,4,UNIQUE,2.5M
32345,57,19,13615372.542538686,4,UNIQUE,2.5M
32346,58,19,14150012.273894068,4,UNIQUE,2.5M
32347,59,19,14711198.918258965,4,UNIQUE,2.5M
32348,60,19,15294074.377267886,4,UNIQUE,2.5M
32349,26,20,6921625.44529946,4,UNIQUE,2.5M
32350,27,20,6985282.9359935345,4,UNIQUE,2.5M
32351,28,20,7056563.219390685,4,UNIQUE,2.5M
32352,29,20,7136504.940131237,4,UNIQUE,2.5M
32353,30,20,7226214.055516143,4,UNIQUE,2.5M
32354,31,20,7325166.7943778075,4,UNIQUE,2.5M
32355,32,20,7432851.483054504,4,UNIQUE,2.5M
32356,33,20,7548186.088243246,4,UNIQUE,2.5M
32357,34,20,7672054.970713668,4,UNIQUE,2.5M
32358,35,20,7803997.030547637,4,UNIQUE,2.5M
32359,36,20,7944562.40064086,4,UNIQUE,2.5M
32360,37,20,8093685.0236356575,4,UNIQUE,2.5M
32361,38,20,8251115.57249376,4,UNIQUE,2.5M
32362,39,20,8416657.652956046,4,UNIQUE,2.5M
32363,40,20,8589227.868615068,4,UNIQUE,2.5M
32364,41,20,8770133.970109211,4,UNIQUE,2.5M
32365,42,20,8959703.489922622,4,UNIQUE,2.5M
32366,43,20,9159014.958671957,4,UNIQUE,2.5M
32367,44,20,9369198.557003666,4,UNIQUE,2.5M
32368,45,20,9592657.396580033,4,UNIQUE,2.5M
32369,46,20,9832333.96044445,4,UNIQUE,2.5M
32370,47,20,10090998.827434154,4,UNIQUE,2.5M
32371,48,20,10371210.060541924,4,UNIQUE,2.5M
32372,49,20,10675673.743791174,4,UNIQUE,2.5M
32373,50,20,11005786.378413614,4,UNIQUE,2.5M
32374,51,20,11363447.077853456,4,UNIQUE,2.5M
32375,52,20,11750907.252645,4,UNIQUE,2.5M
32376,53,20,12169938.269774381,4,UNIQUE,2.5M
32377,54,20,12623343.942942616,4,UNIQUE,2.5M
32378,55,20,13114087.802630732,4,UNIQUE,2.5M
32379,56,20,13637041.801770233,4,UNIQUE,2.5M
32380,57,20,14191159.289591352,4,UNIQUE,2.5M
32381,58,20,14770665.033282269,4,UNIQUE,2.5M
32382,59,20,15378541.820555951,4,UNIQUE,2.5M
32383,60,20,16009976.809150897,4,UNIQUE,2.5M
32384,20,5,2573707.2538218913,5,ANNUELLE,2.5M
32385,21,5,2574123.7899084007,5,ANNUELLE,2.5M
32386,22,5,2574557.981458391,5,ANNUELLE,2.5M
32387,23,5,2575069.8018012876,5,ANNUELLE,2.5M
32388,24,5,2575647.1828170093,5,ANNUELLE,2.5M
32389,25,5,2576307.066099059,5,ANNUELLE,2.5M
32390,26,5,2576977.817323477,5,ANNUELLE,2.5M
32391,27,5,2577649.3602443915,5,ANNUELLE,2.5M
32392,28,5,2578368.547595022,5,ANNUELLE,2.5M
32393,29,5,2579173.493587273,5,ANNUELLE,2.5M
32394,30,5,2580197.518286903,5,ANNUELLE,2.5M
32395,31,5,2581592.527089782,5,ANNUELLE,2.5M
32396,32,5,2583325.176079712,5,ANNUELLE,2.5M
32397,33,5,2585348.895888248,5,ANNUELLE,2.5M
32398,34,5,2587544.3933037645,5,ANNUELLE,2.5M
32399,35,5,2590045.4124180954,5,ANNUELLE,2.5M
32400,36,5,2592857.282148302,5,ANNUELLE,2.5M
32401,37,5,2596121.0490025897,5,ANNUELLE,2.5M
32402,38,5,2599876.689621024,5,ANNUELLE,2.5M
32403,39,5,2604114.480411127,5,ANNUELLE,2.5M
32404,40,5,2608796.129441705,5,ANNUELLE,2.5M
32405,41,5,2613724.05438888,5,ANNUELLE,2.5M
32406,42,5,2618929.05313319,5,ANNUELLE,2.5M
32407,43,5,2624277.7562605944,5,ANNUELLE,2.5M
32408,44,5,2629669.0868590637,5,ANNUELLE,2.5M
32409,45,5,2634957.007484247,5,ANNUELLE,2.5M
32410,46,5,2640139.304332045,5,ANNUELLE,2.5M
32411,47,5,2645324.843753368,5,ANNUELLE,2.5M
32412,48,5,2650641.214109578,5,ANNUELLE,2.5M
32413,49,5,2656200.5010606917,5,ANNUELLE,2.5M
32414,50,5,2662144.9624651796,5,ANNUELLE,2.5M
32415,51,5,2668426.229891506,5,ANNUELLE,2.5M
32416,52,5,2675088.8218612797,5,ANNUELLE,2.5M
32417,53,5,2682386.5508772205,5,ANNUELLE,2.5M
32418,54,5,2690633.266894415,5,ANNUELLE,2.5M
32419,55,5,2700439.147640891,5,ANNUELLE,2.5M
32420,56,5,2712507.414830328,5,ANNUELLE,2.5M
32421,57,5,2726508.689399672,5,ANNUELLE,2.5M
32422,58,5,2742530.994741861,5,ANNUELLE,2.5M
32423,59,5,2759881.106106709,5,ANNUELLE,2.5M
32424,60,5,2779121.128450169,5,ANNUELLE,2.5M
32425,20,6,2114391.1958070965,5,ANNUELLE,2.5M
32426,21,6,2114882.385754832,5,ANNUELLE,2.5M
32427,22,6,2115402.574661445,5,ANNUELLE,2.5M
32428,23,6,2116004.6468807664,5,ANNUELLE,2.5M
32429,24,6,2116675.578303429,5,ANNUELLE,2.5M
32430,25,6,2117423.224952815,5,ANNUELLE,2.5M
32431,26,6,2118183.5983470934,5,ANNUELLE,2.5M
32432,27,6,2118972.0126174404,5,ANNUELLE,2.5M
32433,28,6,2119854.640752869,5,ANNUELLE,2.5M
32434,29,6,2120880.4147209935,5,ANNUELLE,2.5M
32435,30,6,2122164.9472436346,5,ANNUELLE,2.5M
32436,31,6,2123851.080512046,5,ANNUELLE,2.5M
32437,32,6,2125899.495420064,5,ANNUELLE,2.5M
32438,33,6,2128274.0643756003,5,ANNUELLE,2.5M
32439,34,6,2130877.1238094675,5,ANNUELLE,2.5M
32440,35,6,2133852.0268848427,5,ANNUELLE,2.5M
32441,36,6,2137216.636835325,5,ANNUELLE,2.5M
32442,37,6,2141088.0630819094,5,ANNUELLE,2.5M
32443,38,6,2145498.4895439376,5,ANNUELLE,2.5M
32444,39,6,2150427.0767428083,5,ANNUELLE,2.5M
32445,40,6,2155824.359564109,5,ANNUELLE,2.5M
32446,41,6,2161479.132469665,5,ANNUELLE,2.5M
32447,42,6,2167396.1013959874,5,ANNUELLE,2.5M
32448,43,6,2173436.8424393367,5,ANNUELLE,2.5M
32449,44,6,2179505.2513844804,5,ANNUELLE,2.5M
32450,45,6,2185476.376488312,5,ANNUELLE,2.5M
32451,46,6,2191378.8017353057,5,ANNUELLE,2.5M
32452,47,6,2197332.3684014273,5,ANNUELLE,2.5M
32453,48,6,2203468.591928332,5,ANNUELLE,2.5M
32454,49,6,2209902.7438592366,5,ANNUELLE,2.5M
32455,50,6,2216761.89074502,5,ANNUELLE,2.5M
32456,51,6,2224043.3916716916,5,ANNUELLE,2.5M
32457,52,6,2231917.934738984,5,ANNUELLE,2.5M
32458,53,6,2240698.082247128,5,ANNUELLE,2.5M
32459,54,6,2250752.5581862456,5,ANNUELLE,2.5M
32460,55,6,2262628.707462777,5,ANNUELLE,2.5M
32461,56,6,2277023.6072619227,5,ANNUELLE,2.5M
32462,57,6,2293537.0750293694,5,ANNUELLE,2.5M
32463,58,6,2312232.7646971284,5,ANNUELLE,2.5M
32464,59,6,2332529.6820398434,5,ANNUELLE,2.5M
32465,60,6,2354910.7815802554,5,ANNUELLE,2.5M
32466,20,7,1787515.734625196,5,ANNUELLE,2.5M
32467,21,7,1788084.3957679668,5,ANNUELLE,2.5M
32468,22,7,1788689.2202341952,5,ANNUELLE,2.5M
32469,23,7,1789379.5506327145,5,ANNUELLE,2.5M
32470,24,7,1790136.7191707226,5,ANNUELLE,2.5M
32471,25,7,1790970.4016622957,5,ANNUELLE,2.5M
32472,26,7,1791838.2593795687,5,ANNUELLE,2.5M
32473,27,7,1792773.3007670995,5,ANNUELLE,2.5M
32474,28,7,1793849.6161211797,5,ANNUELLE,2.5M
32475,29,7,1795109.0267612096,5,ANNUELLE,2.5M
32476,30,7,1796664.9378564195,5,ANNUELLE,2.5M
32477,31,7,1798648.5984957146,5,ANNUELLE,2.5M
32478,32,7,1801027.581506791,5,ANNUELLE,2.5M
32479,33,7,1803776.8130849414,5,ANNUELLE,2.5M
32480,34,7,1806818.1253562914,5,ANNUELLE,2.5M
32481,35,7,1810299.32794946,5,ANNUELLE,2.5M
32482,36,7,1814227.722429079,5,ANNUELLE,2.5M
32483,37,7,1818712.432585578,5,ANNUELLE,2.5M
32484,38,7,1823775.2495668018,5,ANNUELLE,2.5M
32485,39,7,1829384.6501242232,5,ANNUELLE,2.5M
32486,40,7,1835470.1499245097,5,ANNUELLE,2.5M
32487,41,7,1841809.317398485,5,ANNUELLE,2.5M
32488,42,7,1848394.8573005681,5,ANNUELLE,2.5M
32489,43,7,1855091.000755588,5,ANNUELLE,2.5M
32490,44,7,1861813.2380952185,5,ANNUELLE,2.5M
32491,45,7,1868464.8556871058,5,ANNUELLE,2.5M
32492,46,7,1875088.5192013946,5,ANNUELLE,2.5M
32493,47,7,1881810.8934719553,5,ANNUELLE,2.5M
32494,48,7,1888767.9934639195,5,ANNUELLE,2.5M
32495,49,7,1896067.7651942181,5,ANNUELLE,2.5M
32496,50,7,1903868.7064724353,5,ANNUELLE,2.5M
32497,51,7,1912268.8975131952,5,ANNUELLE,2.5M
32498,52,7,1921496.0893041475,5,ANNUELLE,2.5M
32499,53,7,1931911.5760458263,5,ANNUELLE,2.5M
32500,54,7,1943860.887132904,5,ANNUELLE,2.5M
32501,55,7,1957907.250158015,5,ANNUELLE,2.5M
32502,56,7,1974651.4006839884,5,ANNUELLE,2.5M
32503,57,7,1993694.7373506958,5,ANNUELLE,2.5M
32504,58,7,2015146.0178355172,5,ANNUELLE,2.5M
32505,59,7,2038412.5493635999,5,ANNUELLE,2.5M
32506,60,7,2063904.115783027,5,ANNUELLE,2.5M
32507,20,8,1543422.6682314859,5,ANNUELLE,2.5M
32508,21,8,1544069.5138889574,5,ANNUELLE,2.5M
32509,22,8,1544758.3813202577,5,ANNUELLE,2.5M
32510,23,8,1545531.9006747832,5,ANNUELLE,2.5M
32511,24,8,1546374.1559412982,5,ANNUELLE,2.5M
32512,25,8,1547309.037822636,5,ANNUELLE,2.5M
32513,26,8,1548310.7526549976,5,ANNUELLE,2.5M
32514,27,8,1549420.648149674,5,ANNUELLE,2.5M
32515,28,8,1550707.485850993,5,ANNUELLE,2.5M
32516,29,8,1552215.5417928854,5,ANNUELLE,2.5M
32517,30,8,1554052.5671392698,5,ANNUELLE,2.5M
32518,31,8,1556349.7025674202,5,ANNUELLE,2.5M
32519,32,8,1559082.7489388797,5,ANNUELLE,2.5M
32520,33,8,1562238.7079045882,5,ANNUELLE,2.5M
32521,34,8,1565751.8838276868,5,ANNUELLE,2.5M
32522,35,8,1569758.227046871,5,ANNUELLE,2.5M
32523,36,8,1574263.8914430714,5,ANNUELLE,2.5M
32524,37,8,1579367.9553276256,5,ANNUELLE,2.5M
32525,38,8,1585081.662239392,5,ANNUELLE,2.5M
32526,39,8,1591354.8298026277,5,ANNUELLE,2.5M
32527,40,8,1598099.8164480075,5,ANNUELLE,2.5M
32528,41,8,1605091.1140208384,5,ANNUELLE,2.5M
32529,42,8,1612317.2344338887,5,ANNUELLE,2.5M
32530,43,8,1619651.4413120477,5,ANNUELLE,2.5M
32531,44,8,1627028.6147630506,5,ANNUELLE,2.5M
32532,45,8,1634367.526312424,5,ANNUELLE,2.5M
32533,46,8,1641720.9906757278,5,ANNUELLE,2.5M
32534,47,8,1649221.8561075458,5,ANNUELLE,2.5M
32535,48,8,1657001.8741835435,5,ANNUELLE,2.5M
32536,49,8,1665199.2690681,5,ANNUELLE,2.5M
32537,50,8,1674049.3483112678,5,ANNUELLE,2.5M
32538,51,8,1683702.9979916,5,ANNUELLE,2.5M
32539,52,8,1694434.2761112344,5,ANNUELLE,2.5M
32540,53,8,1706594.7235688993,5,ANNUELLE,2.5M
32541,54,8,1720557.0864720368,5,ANNUELLE,2.5M
32542,55,8,1736823.0475373087,5,ANNUELLE,2.5M
32543,56,8,1755963.5216494575,5,ANNUELLE,2.5M
32544,57,8,1777628.0773122036,5,ANNUELLE,2.5M
32545,58,8,1801889.0504506335,5,ANNUELLE,2.5M
32546,59,8,1828127.895347751,5,ANNUELLE,2.5M
32547,60,8,1856658.2196582884,5,ANNUELLE,2.5M
32548,20,9,1354522.925848616,5,ANNUELLE,2.5M
32549,21,9,1355248.5624629464,5,ANNUELLE,2.5M
32550,22,9,1356017.855747691,5,ANNUELLE,2.5M
32551,23,9,1356874.1541395942,5,ANNUELLE,2.5M
32552,24,9,1357814.2175781967,5,ANNUELLE,2.5M
32553,25,9,1358873.5651745293,5,ANNUELLE,2.5M
32554,26,9,1360035.0777090273,5,ANNUELLE,2.5M
32555,27,9,1361337.7668902401,5,ANNUELLE,2.5M
32556,28,9,1362852.291230002,5,ANNUELLE,2.5M
32557,29,9,1364621.7396418077,5,ANNUELLE,2.5M
32558,30,9,1366756.3840852615,5,ANNUELLE,2.5M
32559,31,9,1369389.7267430068,5,ANNUELLE,2.5M
32560,32,9,1372507.413945888,5,ANNUELLE,2.5M
32561,33,9,1376103.8010288235,5,ANNUELLE,2.5M
32562,34,9,1380110.8813461896,5,ANNUELLE,2.5M
32563,35,9,1384660.5366206337,5,ANNUELLE,2.5M
32564,36,9,1389754.6921208622,5,ANNUELLE,2.5M
32565,37,9,1395481.9093079362,5,ANNUELLE,2.5M
32566,38,9,1401836.281833771,5,ANNUELLE,2.5M
32567,39,9,1408751.8060084141,5,ANNUELLE,2.5M
32568,40,9,1416131.8339038496,5,ANNUELLE,2.5M
32569,41,9,1423752.4476197625,5,ANNUELLE,2.5M
32570,42,9,1431604.983286896,5,ANNUELLE,2.5M
32571,43,9,1439578.5957805053,5,ANNUELLE,2.5M
32572,44,9,1447618.9076446872,5,ANNUELLE,2.5M
32573,45,9,1455656.7674360485,5,ANNUELLE,2.5M
32574,46,9,1463753.6384738844,5,ANNUELLE,2.5M
32575,47,9,1472040.9475856035,5,ANNUELLE,2.5M
32576,48,9,1480678.0171821138,5,ANNUELLE,2.5M
32577,49,9,1489869.5311650003,5,ANNUELLE,2.5M
32578,50,9,1499894.0992922736,5,ANNUELLE,2.5M
32579,51,9,1510945.2432567282,5,ANNUELLE,2.5M
32580,52,9,1523297.4347415783,5,ANNUELLE,2.5M
32581,53,9,1537328.9155268087,5,ANNUELLE,2.5M
32582,54,9,1553373.4564736884,5,ANNUELLE,2.5M
32583,55,9,1571919.9781688687,5,ANNUELLE,2.5M
32584,56,9,1593552.9429076645,5,ANNUELLE,2.5M
32585,57,9,1617903.023958835,5,ANNUELLE,2.5M
32586,58,9,1644998.5880246593,5,ANNUELLE,2.5M
32587,59,9,1674168.4157184688,5,ANNUELLE,2.5M
32588,60,9,1705743.850536494,5,ANNUELLE,2.5M
32589,20,10,1204262.8605156355,5,ANNUELLE,2.5M
32590,21,10,1205064.9667976487,5,ANNUELLE,2.5M
32591,22,10,1205914.7752191802,5,ANNUELLE,2.5M
32592,23,10,1206865.0058963462,5,ANNUELLE,2.5M
32593,24,10,1207923.2612049305,5,ANNUELLE,2.5M
32594,25,10,1209130.6645220679,5,ANNUELLE,2.5M
32595,26,10,1210469.9724186244,5,ANNUELLE,2.5M
32596,27,10,1211983.1868162316,5,ANNUELLE,2.5M
32597,28,10,1213740.0181714143,5,ANNUELLE,2.5M
32598,29,10,1215788.40063009,5,ANNUELLE,2.5M
32599,30,10,1218242.6420202095,5,ANNUELLE,2.5M
32600,31,10,1221241.160316508,5,ANNUELLE,2.5M
32601,32,10,1224775.5267253963,5,ANNUELLE,2.5M
32602,33,10,1228836.2058436566,5,ANNUELLE,2.5M
32603,34,10,1233357.5088515081,5,ANNUELLE,2.5M
32604,35,10,1238465.219386591,5,ANNUELLE,2.5M
32605,36,10,1244155.3525590077,5,ANNUELLE,2.5M
32606,37,10,1250500.3648889526,5,ANNUELLE,2.5M
32607,38,10,1257479.4107550194,5,ANNUELLE,2.5M
32608,39,10,1265017.4027575413,5,ANNUELLE,2.5M
32609,40,10,1273013.8408647673,5,ANNUELLE,2.5M
32610,41,10,1281251.4558495227,5,ANNUELLE,2.5M
32611,42,10,1289731.2824788045,5,ANNUELLE,2.5M
32612,43,10,1298351.741573037,5,ANNUELLE,2.5M
32613,44,10,1307067.3419111175,5,ANNUELLE,2.5M
32614,45,10,1315819.1964135517,5,ANNUELLE,2.5M
32615,46,10,1324670.5183508673,5,ANNUELLE,2.5M
32616,47,10,1333778.6628735412,5,ANNUELLE,2.5M
32617,48,10,1343360.4460631076,5,ANNUELLE,2.5M
32618,49,10,1353661.359435643,5,ANNUELLE,2.5M
32619,50,10,1364994.9680539533,5,ANNUELLE,2.5M
32620,51,10,1377560.765261399,5,ANNUELLE,2.5M
32621,52,10,1391660.7294942897,5,ANNUELLE,2.5M
32622,53,10,1407644.2178461624,5,ANNUELLE,2.5M
32623,54,10,1425843.7359380191,5,ANNUELLE,2.5M
32624,55,10,1446766.7999290158,5,ANNUELLE,2.5M
32625,56,10,1470962.8732859246,5,ANNUELLE,2.5M
32626,57,10,1498032.450015734,5,ANNUELLE,2.5M
32627,58,10,1527943.7681544838,5,ANNUELLE,2.5M
32628,59,10,1560059.1996453807,5,ANNUELLE,2.5M
32629,60,10,1594728.7777716052,5,ANNUELLE,2.5M
32630,20,11,1082105.6634247787,5,ANNUELLE,2.5M
